day,stage,bib,rank,time,bonus,penalty,start_location,start_country_code,start_country_name,start_region,finish_location,finish_country_code,finish_country_name,finish_region,length,type,rider,team,dob,rider_country_code,rider_country_name,rider_region,team_country_code,team_country_name,team_region
2025-07-09,6,95,30,16212,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Valentin Madouas,GROUPAMA-FDJ,1996-07-12,FRA,France,Europe,FRA,France,Europe
2025-07-09,6,13,31,16217,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Tiesj Benoot,TEAM VISMA | LEASE A BIKE,1994-03-11,BEL,Belgium,Europe,NED,"Netherlands, Kingdom of the",Europe
2025-07-09,6,96,32,16217,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Quentin Pacher,GROUPAMA-FDJ,1992-01-06,FRA,France,Europe,FRA,France,Europe
2025-07-09,6,85,33,16217,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Mattias Skjelmose,LIDL-TREK,2000-09-26,DEN,Denmark,Europe,USA,United States of America,North America
2025-07-09,6,181,34,16220,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Steff Cras,TOTALENERGIES,1996-02-13,BEL,Belgium,Europe,FRA,France,Europe
2025-07-09,6,156,35,16225,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Aurélien Paret Peintre,DECATHLON AG2R LA MONDIALE TEAM,1996-02-27,FRA,France,Europe,FRA,France,Europe
2025-07-09,6,203,36,16225,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Joseph Blackmore,ISRAEL - PREMIER TECH,2003-02-23,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,ISR,Israel,Asia
2025-07-09,6,153,37,16236,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Clément Berthet,DECATHLON AG2R LA MONDIALE TEAM,1997-08-02,FRA,France,Europe,FRA,France,Europe
2025-07-09,6,3,38,16246,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Jhonatan Narvaez,UAE TEAM EMIRATES XRG,1997-03-04,ECU,Ecuador,South America,UAE,United Arab Emirates,Asia
2025-07-09,6,62,39,16246,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Thymen Arensman,INEOS GRENADIERS,1999-12-04,NED,"Netherlands, Kingdom of the",Europe,GBR,United Kingdom of Great Britain and Northern Ireland,Europe
2025-07-09,6,227,40,16246,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Andreas Leknessund,UNO-X MOBILITY,1999-05-21,NOR,Norway,Europe,NOR,Norway,Europe
2025-07-09,6,192,41,16259,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Warren Barguil,TEAM PICNIC POSTNL,1991-10-28,FRA,France,Europe,NED,"Netherlands, Kingdom of the",Europe
2025-07-09,6,121,42,16259,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Ben O'Connor,TEAM JAYCO ALULA,1995-11-25,AUS,Australia,Oceania,AUS,Australia,Oceania
2025-07-09,6,136,43,16307,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Mathis Le Berre,ARKEA-B&B HOTELS,2001-04-16,FRA,France,Europe,FRA,France,Europe
2025-07-09,6,178,44,16307,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Simone Velasco,XDS ASTANA TEAM,1995-12-02,ITA,Italy,Europe,KAZ,Kazakhstan,Asia
2025-07-09,6,146,45,16313,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Gregor Mühlberger,MOVISTAR TEAM,1994-04-04,AUT,Austria,Europe,ESP,Spain,Europe
2025-07-09,6,138,46,16325,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Clément Venturini,ARKEA-B&B HOTELS,1993-10-16,FRA,France,Europe,FRA,France,Europe
2025-07-09,6,78,47,16331,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Aleksandr Vlasov,RED BULL - BORA - HANSGROHE,1996-04-23,,,,GER,Germany,Europe
2025-07-09,6,126,48,16331,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Luke Plapp,TEAM JAYCO ALULA,2000-12-25,AUS,Australia,Oceania,AUS,Australia,Oceania
2025-07-09,6,113,49,16331,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Marco Haller,TUDOR PRO CYCLING TEAM,1991-04-01,AUT,Austria,Europe,SUI,Switzerland,Europe
2025-07-09,6,183,50,16336,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Alexandre Delettre,TOTALENERGIES,1997-10-25,FRA,France,Europe,FRA,France,Europe
2025-07-09,6,104,51,16339,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Xandro Meurisse,ALPECIN-DECEUNINCK,1992-01-31,BEL,Belgium,Europe,BEL,Belgium,Europe
2025-07-09,6,93,52,16339,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Cyril Barthe,GROUPAMA-FDJ,1996-02-14,FRA,France,Europe,FRA,France,Europe
2025-07-09,6,8,53,16349,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Adam Yates,UAE TEAM EMIRATES XRG,1992-08-07,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,UAE,United Arab Emirates,Asia
2025-07-09,6,157,54,16361,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Callum Scotson,DECATHLON AG2R LA MONDIALE TEAM,1996-08-10,AUS,Australia,Oceania,FRA,France,Europe
2025-07-09,6,26,55,16379,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Maximilian Schachmann,SOUDAL QUICK-STEP,1994-01-09,GER,Germany,Europe,BEL,Belgium,Europe
2025-07-09,6,7,56,16385,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Tim Wellens,UAE TEAM EMIRATES XRG,1991-05-10,BEL,Belgium,Europe,UAE,United Arab Emirates,Asia
2025-07-09,6,152,57,16385,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Bruno Armirail,DECATHLON AG2R LA MONDIALE TEAM,1994-04-11,FRA,France,Europe,FRA,France,Europe
2025-07-09,6,225,58,16385,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Markus Hoelgaard,UNO-X MOBILITY,1994-10-04,NOR,Norway,Europe,NOR,Norway,Europe
2025-07-09,6,184,59,16385,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Thomas Gachignard,TOTALENERGIES,2000-08-17,FRA,France,Europe,FRA,France,Europe
2025-07-09,6,87,60,16387,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Jasper Stuyven,LIDL-TREK,1992-04-17,BEL,Belgium,Europe,USA,United States of America,North America
2025-07-09,6,155,61,16387,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Oliver Naesen,DECATHLON AG2R LA MONDIALE TEAM,1990-09-16,BEL,Belgium,Europe,FRA,France,Europe
2025-07-09,6,23,62,16387,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Pascal Eenkhoorn,SOUDAL QUICK-STEP,1997-02-08,NED,"Netherlands, Kingdom of the",Europe,BEL,Belgium,Europe
2025-07-09,6,28,63,16390,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Ilan Van Wilder,SOUDAL QUICK-STEP,2000-05-14,BEL,Belgium,Europe,BEL,Belgium,Europe
2025-07-09,6,148,64,16390,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Einer Rubio Reyes,MOVISTAR TEAM,1998-02-22,COL,Colombia,South America,ESP,Spain,Europe
2025-07-09,6,207,65,16390,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Krists Neilands,ISRAEL - PREMIER TECH,1994-08-18,LAT,Latvia,Europe,ISR,Israel,Asia
2025-07-09,6,201,66,16390,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Michael Woods,ISRAEL - PREMIER TECH,1986-10-12,CAN,Canada,North America,ISR,Israel,Asia
2025-07-09,6,212,67,16390,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Jenno Berckmoes,LOTTO,2001-02-04,BEL,Belgium,Europe,BEL,Belgium,Europe
2025-07-09,6,144,68,16390,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Nelson Oliveira,MOVISTAR TEAM,1989-03-06,POR,Portugal,Europe,ESP,Spain,Europe
2025-07-09,6,22,69,16390,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Mattia Cattaneo,SOUDAL QUICK-STEP,1990-10-25,ITA,Italy,Europe,BEL,Belgium,Europe
2025-07-09,6,198,70,16390,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Frank Van Den Broek,TEAM PICNIC POSTNL,2000-12-28,NED,"Netherlands, Kingdom of the",Europe,NED,"Netherlands, Kingdom of the",Europe
2025-07-09,6,174,71,16390,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Clément Champoussin,XDS ASTANA TEAM,1998-05-29,FRA,France,Europe,KAZ,Kazakhstan,Asia
2025-07-09,6,182,72,16390,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Mathieu Burgaudeau,TOTALENERGIES,1998-11-17,FRA,France,Europe,FRA,France,Europe
2025-07-09,6,57,73,16390,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Robert Stannard,BAHRAIN VICTORIOUS,1998-09-16,AUS,Australia,Oceania,BRN,Bahrain,Asia
2025-07-09,6,111,74,16390,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Julian Alaphilippe,TUDOR PRO CYCLING TEAM,1992-06-11,FRA,France,Europe,SUI,Switzerland,Europe
2025-07-09,6,195,75,16396,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Tobias Lund Andresen,TEAM PICNIC POSTNL,2002-02-08,DEN,Denmark,Europe,NED,"Netherlands, Kingdom of the",Europe
2025-07-09,6,143,76,16396,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Pablo Castrillo Zapater,MOVISTAR TEAM,2001-01-02,ESP,Spain,Europe,ESP,Spain,Europe
2025-07-09,6,135,77,16396,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Raul Garcia Pierna,ARKEA-B&B HOTELS,2001-02-23,ESP,Spain,Europe,FRA,France,Europe
2025-07-09,6,16,78,16402,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Sepp Kuss,TEAM VISMA | LEASE A BIKE,1994-09-13,USA,United States of America,North America,NED,"Netherlands, Kingdom of the",Europe
2025-07-09,6,14,79,16402,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Victor Campenaerts,TEAM VISMA | LEASE A BIKE,1991-10-28,BEL,Belgium,Europe,NED,"Netherlands, Kingdom of the",Europe
2025-07-09,6,61,80,16402,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Geraint Thomas,INEOS GRENADIERS,1986-05-25,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,Europe
2025-07-09,6,63,81,16405,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Tobias Foss,INEOS GRENADIERS,1997-05-25,NOR,Norway,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,Europe
2025-07-09,6,108,82,16414,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Emiel Verstrynge,ALPECIN-DECEUNINCK,2002-02-04,BEL,Belgium,Europe,BEL,Belgium,Europe
2025-07-09,6,35,83,16420,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Neilson Powless,EF EDUCATION - EASYPOST,1996-09-03,USA,United States of America,North America,USA,United States of America,North America
2025-07-09,6,34,84,16420,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Alex Baudin,EF EDUCATION - EASYPOST,2001-05-25,FRA,France,Europe,USA,United States of America,North America
2025-07-09,6,36,85,16420,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Harrison Sweeny,EF EDUCATION - EASYPOST,1998-07-09,AUS,Australia,Oceania,USA,United States of America,North America
2025-07-09,6,33,86,16430,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Kasper Asgreen,EF EDUCATION - EASYPOST,1995-02-08,DEN,Denmark,Europe,USA,United States of America,North America
2025-07-09,6,37,87,16432,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Michael Valgren,EF EDUCATION - EASYPOST,1992-02-07,DEN,Denmark,Europe,USA,United States of America,North America
2025-07-09,6,86,88,16454,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Toms Skujins,LIDL-TREK,1991-06-15,LAT,Latvia,Europe,USA,United States of America,North America
2025-07-09,6,206,89,16454,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Alexey Lutsenko,ISRAEL - PREMIER TECH,1992-09-07,KAZ,Kazakhstan,Asia,ISR,Israel,Asia
2025-07-09,6,145,90,16475,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Ivan Garcia Cortina,MOVISTAR TEAM,1995-11-20,ESP,Spain,Europe,ESP,Spain,Europe
2025-07-09,6,56,91,16480,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Matej Mohoric,BAHRAIN VICTORIOUS,1994-10-19,SLO,Slovenia,Europe,BRN,Bahrain,Asia
2025-07-09,6,65,92,16482,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Axel Laurance,INEOS GRENADIERS,2001-04-13,FRA,France,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,Europe
2025-07-09,6,74,93,16482,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Gianni Moscon,RED BULL - BORA - HANSGROHE,1994-04-20,ITA,Italy,Europe,GER,Germany,Europe
2025-07-09,6,75,94,16486,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Laurence Pithie,RED BULL - BORA - HANSGROHE,2002-07-17,NZL,New Zealand,Oceania,GER,Germany,Europe
2025-07-09,6,25,95,16486,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Valentin Paret Peintre,SOUDAL QUICK-STEP,2001-01-14,FRA,France,Europe,BEL,Belgium,Europe
2025-07-09,6,55,96,16492,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Lenny Martinez,BAHRAIN VICTORIOUS,2003-07-11,FRA,France,Europe,BRN,Bahrain,Asia
2025-07-09,6,83,97,16562,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Thibau Nys,LIDL-TREK,2002-11-12,BEL,Belgium,Europe,USA,United States of America,North America
2025-07-09,6,162,98,16562,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Alex Aranburu,COFIDIS,1995-09-19,ESP,Spain,Europe,FRA,France,Europe
2025-07-09,6,147,99,16562,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Ivan Romeo Abad,MOVISTAR TEAM,2003-08-16,ESP,Spain,Europe,ESP,Spain,Europe
2025-07-09,6,118,100,16612,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Matteo Trentin,TUDOR PRO CYCLING TEAM,1989-08-02,ITA,Italy,Europe,SUI,Switzerland,Europe
2025-07-09,6,6,101,16693,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Marc Soler,UAE TEAM EMIRATES XRG,1993-11-22,ESP,Spain,Europe,UAE,United Arab Emirates,Asia
2025-07-09,6,5,102,16693,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Pavel Sivakov,UAE TEAM EMIRATES XRG,1997-07-11,FRA,France,Europe,UAE,United Arab Emirates,Asia
2025-07-09,6,4,103,16977,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Nils Politt,UAE TEAM EMIRATES XRG,1994-03-06,GER,Germany,Europe,UAE,United Arab Emirates,Asia
2025-07-09,6,187,104,17044,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Anthony Turgis,TOTALENERGIES,1994-05-16,FRA,France,Europe,FRA,France,Europe
2025-07-09,6,158,105,17044,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Bastien Tronchon,DECATHLON AG2R LA MONDIALE TEAM,2002-03-29,FRA,France,Europe,FRA,France,Europe
2025-07-09,6,222,106,17044,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Jonas Abrahamsen,UNO-X MOBILITY,1995-09-20,NOR,Norway,Europe,NOR,Norway,Europe
2025-07-09,6,46,107,17044,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Jonas Rutsch,INTERMARCHÉ - WANTY,1998-01-24,GER,Germany,Europe,BEL,Belgium,Europe
2025-07-09,6,196,108,17044,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Niklas Märkl,TEAM PICNIC POSTNL,1999-03-03,GER,Germany,Europe,NED,"Netherlands, Kingdom of the",Europe
2025-07-09,6,48,109,17044,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Georg Zimmermann,INTERMARCHÉ - WANTY,1997-10-11,GER,Germany,Europe,BEL,Belgium,Europe
2025-07-09,6,116,110,17044,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Marius Mayrhofer,TUDOR PRO CYCLING TEAM,2000-09-18,GER,Germany,Europe,SUI,Switzerland,Europe
2025-07-09,6,77,111,17044,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Danny Van Poppel,RED BULL - BORA - HANSGROHE,1993-07-26,NED,"Netherlands, Kingdom of the",Europe,GER,Germany,Europe
2025-07-09,6,128,112,17044,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Mauro Schmid,TEAM JAYCO ALULA,1999-12-04,SUI,Switzerland,Europe,AUS,Australia,Oceania
2025-07-09,6,218,113,17044,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Brent Van Moer,LOTTO,1998-01-12,BEL,Belgium,Europe,BEL,Belgium,Europe
2025-07-09,6,216,114,17044,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Eduardo Sepulveda,LOTTO,1991-06-13,ARG,Argentina,South America,BEL,Belgium,Europe
2025-07-09,6,164,115,17044,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Ion Izagirre,COFIDIS,1989-02-04,ESP,Spain,Europe,FRA,France,Europe
2025-07-09,6,67,116,17044,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Connor Swift,INEOS GRENADIERS,1995-10-30,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,Europe
2025-07-09,6,17,117,17044,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Wout Van Aert,TEAM VISMA | LEASE A BIKE,1994-09-15,BEL,Belgium,Europe,NED,"Netherlands, Kingdom of the",Europe
2025-07-09,6,105,118,17044,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Jonas Rickaert,ALPECIN-DECEUNINCK,1994-02-07,BEL,Belgium,Europe,BEL,Belgium,Europe
2025-07-09,6,112,119,17044,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Alberto Dainese,TUDOR PRO CYCLING TEAM,1998-03-25,ITA,Italy,Europe,SUI,Switzerland,Europe
2025-07-09,6,202,120,17044,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Pascal Ackermann,ISRAEL - PREMIER TECH,1994-01-17,GER,Germany,Europe,ISR,Israel,Asia
2025-07-09,6,107,121,17044,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Gianni Vermeersch,ALPECIN-DECEUNINCK,1992-11-19,BEL,Belgium,Europe,BEL,Belgium,Europe
2025-07-09,6,114,122,17044,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Marc Hirschi,TUDOR PRO CYCLING TEAM,1998-08-24,SUI,Switzerland,Europe,SUI,Switzerland,Europe
2025-07-09,6,42,123,17044,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Louis Barre,INTERMARCHÉ - WANTY,2000-04-06,FRA,France,Europe,BEL,Belgium,Europe
2025-07-09,6,205,124,17044,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Matis Louvel,ISRAEL - PREMIER TECH,1999-07-19,FRA,France,Europe,ISR,Israel,Asia
2025-07-09,6,197,125,17044,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Tim Naberman,TEAM PICNIC POSTNL,1999-05-11,NED,"Netherlands, Kingdom of the",Europe,NED,"Netherlands, Kingdom of the",Europe
2025-07-09,6,32,126,17044,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Vincenzo Albanese,EF EDUCATION - EASYPOST,1996-11-12,ITA,Italy,Europe,USA,United States of America,North America
2025-07-09,6,226,127,17065,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Anders Johannessen,UNO-X MOBILITY,1999-08-23,NOR,Norway,Europe,NOR,Norway,Europe
2025-07-09,6,228,128,17068,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Soren Waerenskjold,UNO-X MOBILITY,2000-03-12,NOR,Norway,Europe,NOR,Norway,Europe
2025-07-09,6,168,129,17075,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Damien Touze,COFIDIS,1996-07-07,FRA,France,Europe,FRA,France,Europe
2025-07-09,6,58,130,17162,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Fred Wright,BAHRAIN VICTORIOUS,1999-06-13,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,BRN,Bahrain,Asia
2025-07-09,6,177,131,17162,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Mike Teunissen,XDS ASTANA TEAM,1992-08-25,NED,"Netherlands, Kingdom of the",Europe,KAZ,Kazakhstan,Asia
2025-07-09,6,173,132,17165,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Cees Bol,XDS ASTANA TEAM,1995-07-27,NED,"Netherlands, Kingdom of the",Europe,KAZ,Kazakhstan,Asia
2025-07-09,6,163,133,17169,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Bryan Coquard,COFIDIS,1992-04-25,FRA,France,Europe,FRA,France,Europe
2025-07-09,6,167,134,17169,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Benjamin Thomas,COFIDIS,1995-09-12,FRA,France,Europe,FRA,France,Europe
2025-07-09,6,98,135,17617,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Clément Russo,GROUPAMA-FDJ,1995-01-20,FRA,France,Europe,FRA,France,Europe
2025-07-09,6,102,136,17617,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Silvan Dillier,ALPECIN-DECEUNINCK,1990-08-03,SUI,Switzerland,Europe,BEL,Belgium,Europe
2025-07-09,6,92,137,17617,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Lewis Askey,GROUPAMA-FDJ,2001-05-04,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,FRA,France,Europe
2025-07-09,6,45,138,17617,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Laurenz Rex,INTERMARCHÉ - WANTY,1999-12-15,BEL,Belgium,Europe,BEL,Belgium,Europe
2025-07-09,6,133,139,17617,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Ewen Costiou,ARKEA-B&B HOTELS,2002-11-10,FRA,France,Europe,FRA,France,Europe
2025-07-09,6,194,140,17617,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Sean Flynn,TEAM PICNIC POSTNL,2000-03-02,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,NED,"Netherlands, Kingdom of the",Europe
2025-07-09,6,43,141,17617,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Vito Braet,INTERMARCHÉ - WANTY,2000-11-02,BEL,Belgium,Europe,BEL,Belgium,Europe
2025-07-09,6,127,142,17617,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Elmar Reinders,TEAM JAYCO ALULA,1992-03-14,NED,"Netherlands, Kingdom of the",Europe,AUS,Australia,Oceania
2025-07-09,6,97,143,17617,0,0,Pau,FRA,France,Europe,Gavarnie-Gèdre,FRA,France,Europe,186,mountain,Paul Penhoet,GROUPAMA-FDJ,2001-12-28,FRA,France,Europe,FRA,France,Europe
